timestamp_sec,timestamp_ns,event_type,correlation_id,parent_id,name,level,message
1771437569,261621477,span_start,9f25d154-814a-4871-8c4e-952f49f00464,,del_node,,
1771437569,268702195,span_start,c40b863a-d051-4458-b283-c184671bf85b,9f25d154-814a-4871-8c4e-952f49f00464,refresh,,
1771437569,268707945,span_start,95829fcc-4811-45b3-b539-370b56c056f1,c40b863a-d051-4458-b283-c184671bf85b,kpi_13_failover,,
1771437569,271551604,span_end,95829fcc-4811-45b3-b539-370b56c056f1,,,,
1771437569,271582280,span_start,8ee01492-b7c9-4155-af9a-ddbbcfb5380d,c40b863a-d051-4458-b283-c184671bf85b,apply_patches,,
1771437569,295587712,span_end,8ee01492-b7c9-4155-af9a-ddbbcfb5380d,,,,
1771437569,295605699,span_end,c40b863a-d051-4458-b283-c184671bf85b,,,,
1771437569,295607087,span_end,9f25d154-814a-4871-8c4e-952f49f00464,,,,
1771437572,232599152,span_start,7e8e1525-c99f-4432-bff9-74f7c5abec02,,del_node,,
1771437572,243585703,span_start,dc21df7d-9e03-4844-aab3-3f231536523d,7e8e1525-c99f-4432-bff9-74f7c5abec02,refresh,,
1771437572,243595960,span_start,99a42a71-15f0-4fb9-a536-af0da90a2e5c,dc21df7d-9e03-4844-aab3-3f231536523d,kpi_13_failover,,
1771437572,243619740,span_end,99a42a71-15f0-4fb9-a536-af0da90a2e5c,,,,
1771437572,243623083,span_start,030a0f22-8fd4-43c0-a11b-cf0188b63466,dc21df7d-9e03-4844-aab3-3f231536523d,apply_patches,,
1771437572,243624602,span_end,030a0f22-8fd4-43c0-a11b-cf0188b63466,,,,
1771437572,243626510,span_end,dc21df7d-9e03-4844-aab3-3f231536523d,,,,
1771437572,243628823,span_end,7e8e1525-c99f-4432-bff9-74f7c5abec02,,,,
1771437574,865382139,span_start,c3f4cf6d-63de-477b-a936-6bba81b226d1,,del_node,,
1771437574,869659817,span_start,490bed7c-552f-4b75-ada9-26f2ed92b3e7,c3f4cf6d-63de-477b-a936-6bba81b226d1,refresh,,
1771437574,869662619,span_start,a4804613-8d5a-4d41-9871-28b30ffb4fff,490bed7c-552f-4b75-ada9-26f2ed92b3e7,kpi_13_failover,,
1771437574,870702902,span_end,a4804613-8d5a-4d41-9871-28b30ffb4fff,,,,
1771437574,870705603,span_start,f3cb8430-8148-4762-be35-707cf508d670,490bed7c-552f-4b75-ada9-26f2ed92b3e7,apply_patches,,
1771437574,871886620,span_end,f3cb8430-8148-4762-be35-707cf508d670,,,,
1771437574,871908001,span_end,490bed7c-552f-4b75-ada9-26f2ed92b3e7,,,,
1771437574,871911304,span_end,c3f4cf6d-63de-477b-a936-6bba81b226d1,,,,
1771437576,864078594,span_start,2869c29a-b9b9-474b-b4f9-189309c3d258,,del_node,,
1771437576,870339282,span_start,86f9443b-c8a3-4732-9904-f30aa820a287,2869c29a-b9b9-474b-b4f9-189309c3d258,refresh,,
1771437576,870349990,span_start,258825ca-7e9c-4fa5-9d34-b17d13dcfd77,86f9443b-c8a3-4732-9904-f30aa820a287,kpi_13_failover,,
1771437576,870372639,span_end,258825ca-7e9c-4fa5-9d34-b17d13dcfd77,,,,
