timestamp_sec,timestamp_ns,event_type,correlation_id,parent_id,name,level,message
1771441200,144982741,span_start,3dbcbac1-5172-48dd-bda8-fe701ab55315,,del_node,,
1771441200,153752519,span_start,bee029ab-6916-47c1-998e-301bf3faac47,3dbcbac1-5172-48dd-bda8-fe701ab55315,refresh,,
1771441200,153759334,span_start,85ca5c84-075b-45cb-89e8-c1532a1c1d3b,bee029ab-6916-47c1-998e-301bf3faac47,kpi_13_failover,,
1771441200,154944542,span_end,85ca5c84-075b-45cb-89e8-c1532a1c1d3b,,,,
1771441200,154952668,span_start,84b10c63-5dfd-4ca7-ba02-c65a44fd4f8b,bee029ab-6916-47c1-998e-301bf3faac47,apply_patches,,
1771441200,156770256,span_end,84b10c63-5dfd-4ca7-ba02-c65a44fd4f8b,,,,
1771441200,156784361,span_end,bee029ab-6916-47c1-998e-301bf3faac47,,,,
1771441200,156786897,span_end,3dbcbac1-5172-48dd-bda8-fe701ab55315,,,,
1771441202,54579922,span_start,4204c4fa-09b3-4b10-b893-ac9526aafc2b,,del_node,,
1771441202,60672879,span_start,e6eda21b-68b0-440b-bf4b-0a2b4d55ab33,4204c4fa-09b3-4b10-b893-ac9526aafc2b,refresh,,
1771441202,60679493,span_start,8b8c776b-8b61-4613-b8e8-318f6babade1,e6eda21b-68b0-440b-bf4b-0a2b4d55ab33,kpi_13_failover,,
1771441202,60690270,span_end,8b8c776b-8b61-4613-b8e8-318f6babade1,,,,
1771441202,60692279,span_start,3b4e0527-5d4e-4dc8-a0a0-a80886320af8,e6eda21b-68b0-440b-bf4b-0a2b4d55ab33,apply_patches,,
1771441202,60692962,span_end,3b4e0527-5d4e-4dc8-a0a0-a80886320af8,,,,
1771441202,60693860,span_end,e6eda21b-68b0-440b-bf4b-0a2b4d55ab33,,,,
1771441202,60694611,span_end,4204c4fa-09b3-4b10-b893-ac9526aafc2b,,,,
1771441203,86786842,span_start,a49674d7-d8ad-463a-a299-44853be6e591,,del_node,,
1771441203,91114564,span_start,0aaab863-a732-45a5-a848-39a3e5d87c2f,a49674d7-d8ad-463a-a299-44853be6e591,refresh,,
1771441203,91121140,span_start,3c451ff5-745e-485e-ab55-85b95c9815da,0aaab863-a732-45a5-a848-39a3e5d87c2f,kpi_13_failover,,
1771441203,92193180,span_end,3c451ff5-745e-485e-ab55-85b95c9815da,,,,
1771441203,92200375,span_start,fd06f095-d19b-4d50-9350-4ab6d5f9d587,0aaab863-a732-45a5-a848-39a3e5d87c2f,apply_patches,,
1771441203,96823024,span_end,fd06f095-d19b-4d50-9350-4ab6d5f9d587,,,,
1771441203,96836748,span_end,0aaab863-a732-45a5-a848-39a3e5d87c2f,,,,
1771441203,96838995,span_end,a49674d7-d8ad-463a-a299-44853be6e591,,,,
1771441204,56786491,span_start,4d1fcd36-5c5f-41c4-aa55-49ccdfd80e20,,del_node,,
1771441204,64522876,span_start,10fa3875-30ea-48f9-b647-0c81163128f0,4d1fcd36-5c5f-41c4-aa55-49ccdfd80e20,refresh,,
1771441204,64539523,span_start,ffb223a5-3171-46da-9a27-5096da6921fb,10fa3875-30ea-48f9-b647-0c81163128f0,kpi_13_failover,,
1771441204,64572662,span_end,ffb223a5-3171-46da-9a27-5096da6921fb,,,,
1771441204,64579529,span_start,13267a6d-3981-4f01-ab9f-fb3a9c29f316,10fa3875-30ea-48f9-b647-0c81163128f0,apply_patches,,
1771441204,64581712,span_end,13267a6d-3981-4f01-ab9f-fb3a9c29f316,,,,
1771441204,64585515,span_end,10fa3875-30ea-48f9-b647-0c81163128f0,,,,
1771441204,64588274,span_end,4d1fcd36-5c5f-41c4-aa55-49ccdfd80e20,,,,
1771441205,979609428,span_start,26401495-4e89-43e4-a110-f7189e60d55a,,del_node,,
1771441205,982505403,span_start,e426f60d-c01b-417f-bfe6-6a220dd5406b,26401495-4e89-43e4-a110-f7189e60d55a,refresh,,
1771441205,982510590,span_start,fe84b899-4fa7-4f0c-8af8-e1d740b69dce,e426f60d-c01b-417f-bfe6-6a220dd5406b,kpi_13_failover,,
1771441206,120564699,span_end,fe84b899-4fa7-4f0c-8af8-e1d740b69dce,,,,
1771441206,120579269,span_start,13eaf32c-fce8-43d1-b470-34b1e03e9f1c,e426f60d-c01b-417f-bfe6-6a220dd5406b,apply_patches,,
1771441206,123583286,span_end,13eaf32c-fce8-43d1-b470-34b1e03e9f1c,,,,
1771441206,123602639,span_end,e426f60d-c01b-417f-bfe6-6a220dd5406b,,,,
1771441206,123607992,span_end,26401495-4e89-43e4-a110-f7189e60d55a,,,,
1771441207,981470973,span_start,dd681d8f-b85d-4e7e-88bd-e3dfac5f7d06,,del_node,,
1771441207,984056753,span_start,b8bf178c-8f36-46d1-b969-3a305054bed1,dd681d8f-b85d-4e7e-88bd-e3dfac5f7d06,refresh,,
1771441207,984062920,span_start,0bbae34a-6fb7-4967-b08e-bdb946e8e33c,b8bf178c-8f36-46d1-b969-3a305054bed1,kpi_13_failover,,
1771441207,984077562,span_end,0bbae34a-6fb7-4967-b08e-bdb946e8e33c,,,,
1771441207,984083557,span_start,8a5ad3a3-f308-412f-a9d6-afd93b884fb7,b8bf178c-8f36-46d1-b969-3a305054bed1,apply_patches,,
1771441207,984085404,span_end,8a5ad3a3-f308-412f-a9d6-afd93b884fb7,,,,
1771441207,984087059,span_end,b8bf178c-8f36-46d1-b969-3a305054bed1,,,,
1771441207,984088387,span_end,dd681d8f-b85d-4e7e-88bd-e3dfac5f7d06,,,,
1771441208,61090624,span_start,7ff3193c-1ab6-42b4-98de-8bf21ca7d28d,,del_node,,
