timestamp_sec,timestamp_ns,event_type,correlation_id,parent_id,name,level,message
1771347895,198459649,span_start,aad6a857-3843-4945-9147-844642a98e51,,del_node,,
1771347895,201558032,span_start,7a4a6ccb-777b-47b6-bd6a-d474d710704f,aad6a857-3843-4945-9147-844642a98e51,refresh,,
1771347895,201567405,span_start,050de9cf-b02b-476f-9309-564be87217a6,7a4a6ccb-777b-47b6-bd6a-d474d710704f,kpi_13_failover,,
1771347895,201638344,span_end,050de9cf-b02b-476f-9309-564be87217a6,,,,
1771347895,204247060,span_start,73a92b19-c822-4d93-94c6-99344b4b6564,7a4a6ccb-777b-47b6-bd6a-d474d710704f,apply_patches,,
1771347895,220552107,span_end,73a92b19-c822-4d93-94c6-99344b4b6564,,,,
1771347895,220565545,span_end,7a4a6ccb-777b-47b6-bd6a-d474d710704f,,,,
1771347895,220567261,span_end,aad6a857-3843-4945-9147-844642a98e51,,,,
1771347897,152424058,span_start,7e4381ee-1626-47f6-9c9b-0fdbfd7c48a9,,del_node,,
1771347897,160734750,span_start,1d6ff466-e1d4-4e7a-8f54-942e58fc054d,7e4381ee-1626-47f6-9c9b-0fdbfd7c48a9,refresh,,
1771347897,160744350,span_start,29dbd43e-55fd-421e-8007-9eadf7dedf10,1d6ff466-e1d4-4e7a-8f54-942e58fc054d,kpi_13_failover,,
1771347897,160748166,span_end,29dbd43e-55fd-421e-8007-9eadf7dedf10,,,,
1771347897,160753371,span_end,1d6ff466-e1d4-4e7a-8f54-942e58fc054d,,,,
1771347897,160754252,span_end,7e4381ee-1626-47f6-9c9b-0fdbfd7c48a9,,,,
1771347897,635194231,span_start,8056b9c3-a93f-477a-99ca-d7e60afd7281,,del_node,,
1771347897,637761833,span_start,71aab90a-ed61-49bd-83b9-51af54cdaeb5,8056b9c3-a93f-477a-99ca-d7e60afd7281,refresh,,
1771347897,637769535,span_start,95d43d8a-0ea1-4ef9-9b46-6c3bd9d67374,71aab90a-ed61-49bd-83b9-51af54cdaeb5,kpi_13_failover,,
1771347897,637772842,span_end,95d43d8a-0ea1-4ef9-9b46-6c3bd9d67374,,,,
1771347897,637778742,span_end,71aab90a-ed61-49bd-83b9-51af54cdaeb5,,,,
1771347897,637779518,span_end,8056b9c3-a93f-477a-99ca-d7e60afd7281,,,,
1771347897,965326589,span_start,0b2c85ee-b24a-45de-8ecb-e3f328a43460,,del_node,,
1771347897,974055656,span_start,f997db02-4d7c-4d5f-ba53-0908f2f936c7,0b2c85ee-b24a-45de-8ecb-e3f328a43460,refresh,,
1771347897,974063146,span_start,b4edd33b-1ba4-4bcf-a54f-f7147db7839a,f997db02-4d7c-4d5f-ba53-0908f2f936c7,kpi_13_failover,,
1771347897,974226268,span_end,b4edd33b-1ba4-4bcf-a54f-f7147db7839a,,,,
1771347897,976966120,span_start,05fc2ff2-c824-421f-b423-2691ecf03af9,f997db02-4d7c-4d5f-ba53-0908f2f936c7,apply_patches,,
1771347897,977584823,span_end,05fc2ff2-c824-421f-b423-2691ecf03af9,,,,
1771347897,977589236,span_end,f997db02-4d7c-4d5f-ba53-0908f2f936c7,,,,
1771347897,977590286,span_end,0b2c85ee-b24a-45de-8ecb-e3f328a43460,,,,
1771347899,976344758,span_start,988f5471-f557-463f-80ab-0100b0324ff0,,del_node,,
1771347899,981599180,span_start,af4230b3-8a5a-4e4d-bb61-ba45add41ccd,988f5471-f557-463f-80ab-0100b0324ff0,refresh,,
1771347899,981609696,span_start,e5215456-a6f4-4ae0-bf76-ffaefccdc9bd,af4230b3-8a5a-4e4d-bb61-ba45add41ccd,kpi_13_failover,,
1771347899,981614458,span_end,e5215456-a6f4-4ae0-bf76-ffaefccdc9bd,,,,
1771347899,981620370,span_end,af4230b3-8a5a-4e4d-bb61-ba45add41ccd,,,,
1771347899,981621249,span_end,988f5471-f557-463f-80ab-0100b0324ff0,,,,
1771347900,639244017,span_start,3d430ae3-b719-4a1b-914a-83c394f5852b,,del_node,,
1771347900,641987667,span_start,a3970c3b-d017-4e76-85e1-b788bb3fa6d6,3d430ae3-b719-4a1b-914a-83c394f5852b,refresh,,
1771347900,641994233,span_start,beb1d160-90c9-4ff4-bc75-6ef684007313,a3970c3b-d017-4e76-85e1-b788bb3fa6d6,kpi_13_failover,,
